_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
13208,12,,12 - MCKNIGHT,Ross,Bus,6/1/2021,202106,SUN.,0.6631,Clever
13209,12,,12 - MCKNIGHT,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6886,Clever
13210,13,,13 - BELLEVUE,Ross,Bus,6/1/2021,202106,SAT.,0.5778,Clever
13211,13,,13 - BELLEVUE,Ross,Bus,6/1/2021,202106,SUN.,0.7387,Clever
13212,13,,13 - BELLEVUE,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7578,Clever
13213,14,,14 - OHIO VALLEY,Ross,Bus,6/1/2021,202106,SAT.,0.7694,Clever
13214,14,,14 - OHIO VALLEY,Ross,Bus,6/1/2021,202106,SUN.,0.8218,Clever
13215,14,,14 - OHIO VALLEY,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7979,Clever
13216,15,,15 - CHARLES,Ross,Bus,6/1/2021,202106,SAT.,0.549,Clever
13217,15,,15 - CHARLES,Ross,Bus,6/1/2021,202106,SUN.,0.6221,Clever
13218,15,,15 - CHARLES,Ross,Bus,6/1/2021,202106,WEEKDAY,0.727,Clever
13219,16,,16 - BRIGHTON,Ross,Bus,6/1/2021,202106,SAT.,0.6928,Clever
13220,16,,16 - BRIGHTON,Ross,Bus,6/1/2021,202106,SUN.,0.6653,Clever
13221,16,,16 - BRIGHTON,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7164,Clever
13222,17,,17 - SHADELAND,Ross,Bus,6/1/2021,202106,SAT.,0.6578,Clever
13223,17,,17 - SHADELAND,Ross,Bus,6/1/2021,202106,SUN.,0.6731,Clever
13224,17,,17 - SHADELAND,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7066,Clever
13225,18,,18 - MANCHESTER,Ross,Bus,6/1/2021,202106,WEEKDAY,0.9283,Clever
13226,19L,,19L - EMSWORTH LIMITED,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6362,Clever
13227,2,,2 - MOUNT ROYAL,Ross,Bus,6/1/2021,202106,SAT.,0.5214,Clever
13228,2,,2 - MOUNT ROYAL,Ross,Bus,6/1/2021,202106,SUN.,0.6667,Clever
13229,2,,2 - MOUNT ROYAL,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6333,Clever
13230,20,,20 - KENNEDY,Collier,Bus,6/1/2021,202106,SAT.,0.7164,Clever
13231,20,,20 - KENNEDY,Collier,Bus,6/1/2021,202106,SUN.,0.731,Clever
13232,20,,20 - KENNEDY,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7781,Clever
13233,21,,21 - CORAOPOLIS,Collier,Bus,6/1/2021,202106,SAT.,0.7473,Clever
13234,21,,21 - CORAOPOLIS,Collier,Bus,6/1/2021,202106,SUN.,0.7742,Clever
13235,21,,21 - CORAOPOLIS,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7793,Clever
13236,22,,22 - MCCOY,Collier,Bus,6/1/2021,202106,SAT.,0.7996,Clever
13237,22,,22 - MCCOY,Collier,Bus,6/1/2021,202106,SUN.,0.6256,Clever
13238,22,,22 - MCCOY,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7958,Clever
13239,24,,24 - WEST PARK,Collier,Bus,6/1/2021,202106,SAT.,0.6997,Clever
13240,24,,24 - WEST PARK,Collier,Bus,6/1/2021,202106,SUN.,0.5904,Clever
13241,24,,24 - WEST PARK,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7458,Clever
13242,26,,26 - CHARTIERS,Collier,Bus,6/1/2021,202106,SAT.,0.7976,Clever
13243,26,,26 - CHARTIERS,Collier,Bus,6/1/2021,202106,SUN.,0.8378,Clever
13244,26,,26 - CHARTIERS,Collier,Bus,6/1/2021,202106,WEEKDAY,0.8424,Clever
13245,27,,27 - FAIRYWOOD,Collier,Bus,6/1/2021,202106,SAT.,0.794,Clever
13246,27,,27 - FAIRYWOOD,Collier,Bus,6/1/2021,202106,SUN.,0.7486,Clever
13247,27,,27 - FAIRYWOOD,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7888,Clever
13248,28X,,28X - AIRPORT FLYER,East Liberty,Bus,6/1/2021,202106,SAT.,0.6288,Clever
13249,28X,,28X - AIRPORT FLYER,East Liberty,Bus,6/1/2021,202106,SUN.,0.6048,Clever
13250,28X,,28X - AIRPORT FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.5805,Clever
13251,29,,29 - ROBINSON,Collier,Bus,6/1/2021,202106,SAT.,0.5669,Clever
13252,29,,29 - ROBINSON,Collier,Bus,6/1/2021,202106,SUN.,0.6959,Clever
13253,29,,29 - ROBINSON,Collier,Bus,6/1/2021,202106,WEEKDAY,0.6415,Clever
13254,31,,31 - BRIDGEVILLE,Collier,Bus,6/1/2021,202106,SAT.,0.5899,Clever
13255,31,,31 - BRIDGEVILLE,Collier,Bus,6/1/2021,202106,SUN.,0.5789,Clever
13256,31,,31 - BRIDGEVILLE,Collier,Bus,6/1/2021,202106,WEEKDAY,0.644,Clever
13257,36,,36 - BANKSVILLE,Collier,Bus,6/1/2021,202106,SAT.,0.558,Clever
13258,36,,36 - BANKSVILLE,Collier,Bus,6/1/2021,202106,SUN.,0.7545,Clever
13259,36,,36 - BANKSVILLE,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7424,Clever
13260,38,,38 - GREEN TREE,Collier,Bus,6/1/2021,202106,SAT.,0.8272,Clever
13261,38,,38 - GREEN TREE,Collier,Bus,6/1/2021,202106,SUN.,0.7681,Clever
13262,38,,38 - GREEN TREE,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7051,Clever
13263,39,,39 - BROOKLINE,Collier,Bus,6/1/2021,202106,SAT.,0.7317,Clever
13264,39,,39 - BROOKLINE,Collier,Bus,6/1/2021,202106,SUN.,0.7617,Clever
13265,39,,39 - BROOKLINE,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7679,Clever
13266,4,,4 - TROY HILL,Ross,Bus,6/1/2021,202106,SAT.,0.868,Clever
13267,4,,4 - TROY HILL,Ross,Bus,6/1/2021,202106,SUN.,0.7231,Clever
13268,4,,4 - TROY HILL,Ross,Bus,6/1/2021,202106,WEEKDAY,0.771,Clever
13269,40,,40 - MOUNT WASHINGTON,Collier,Bus,6/1/2021,202106,SAT.,0.7117,Clever
13270,40,,40 - MOUNT WASHINGTON,Collier,Bus,6/1/2021,202106,SUN.,0.7287,Clever
13271,40,,40 - MOUNT WASHINGTON,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7775,Clever
13272,41,,41 - BOWER HILL,Collier,Bus,6/1/2021,202106,SAT.,0.662,Clever
13273,41,,41 - BOWER HILL,Collier,Bus,6/1/2021,202106,SUN.,0.7664,Clever
13274,41,,41 - BOWER HILL,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7612,Clever
13275,43,,43 - BAILEY,Collier,Bus,6/1/2021,202106,SAT.,0.679,Clever
13276,43,,43 - BAILEY,Collier,Bus,6/1/2021,202106,SUN.,0.71,Clever
13277,43,,43 - BAILEY,Collier,Bus,6/1/2021,202106,WEEKDAY,0.777,Clever
13278,44,,44 - VIA KNOXVILLE,Collier,Bus,6/1/2021,202106,SAT.,0.7291,Clever
13279,44,,44 - VIA KNOXVILLE,Collier,Bus,6/1/2021,202106,SUN.,0.8372,Clever
13280,44,,44 - VIA KNOXVILLE,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7444,Clever
13281,48,,48 - ARLINGTON,Collier,Bus,6/1/2021,202106,SAT.,0.7298,Clever
13282,48,,48 - ARLINGTON,Collier,Bus,6/1/2021,202106,SUN.,0.7426,Clever
13283,48,,48 - ARLINGTON,Collier,Bus,6/1/2021,202106,WEEKDAY,0.796,Clever
13284,51,,51 - CARRICK,West Mifflin,Bus,6/1/2021,202106,SAT.,0.6648,Clever
13285,51,,51 - CARRICK,West Mifflin,Bus,6/1/2021,202106,SUN.,0.5818,Clever
13286,51,,51 - CARRICK,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7374,Clever
13287,51L,,51L - CARRICK LIMITED,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7912,Clever
13288,52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.683,Clever
13289,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7547,Clever
13290,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,6/1/2021,202106,SUN.,0.8135,Clever
13291,53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6712,Clever
13292,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/2021,202106,SAT.,0.6626,Clever
13293,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/2021,202106,SUN.,0.6063,Clever
13294,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6874,Clever
13295,55,,55 - GLASSPORT,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7665,Clever
13296,55,,55 - GLASSPORT,West Mifflin,Bus,6/1/2021,202106,SUN.,0.7773,Clever
13297,55,,55 - GLASSPORT,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7655,Clever
13298,56,,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/2021,202106,SAT.,0.6741,Clever
13299,56,,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/2021,202106,SUN.,0.7516,Clever
13300,56,,56 - LINCOLN PLACE,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7215,Clever
13301,57,,57 - HAZELWOOD,West Mifflin,Bus,6/1/2021,202106,SAT.,0.6597,Clever
13302,57,,57 - HAZELWOOD,West Mifflin,Bus,6/1/2021,202106,SUN.,0.6495,Clever
13303,57,,57 - HAZELWOOD,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.656,Clever
13304,58,,58 - GREENFIELD,East Liberty,Bus,6/1/2021,202106,SAT.,0.6835,Clever
13305,58,,58 - GREENFIELD,East Liberty,Bus,6/1/2021,202106,SUN.,0.4872,Clever
13306,58,,58 - GREENFIELD,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6906,Clever
13307,59,,59 - MON VALLEY,West Mifflin,Bus,6/1/2021,202106,SAT.,0.656,Clever
13308,59,,59 - MON VALLEY,West Mifflin,Bus,6/1/2021,202106,SUN.,0.6867,Clever
13309,59,,59 - MON VALLEY,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7352,Clever
13310,6,,6 - SPRING HILL,Ross,Bus,6/1/2021,202106,SAT.,0.762,Clever
13311,6,,6 - SPRING HILL,Ross,Bus,6/1/2021,202106,SUN.,0.8184,Clever
13312,6,,6 - SPRING HILL,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7707,Clever
13313,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/2021,202106,SAT.,0.9283,Clever
13314,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/2021,202106,SUN.,0.8947,Clever
13315,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7766,Clever
13316,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7385,Clever
13317,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/2021,202106,SUN.,0.672,Clever
13318,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6979,Clever
13319,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7885,Clever
13320,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/2021,202106,SUN.,0.6959,Clever
13321,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6562,Clever
13322,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/2021,202106,SAT.,0.5863,Clever
13323,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/2021,202106,SUN.,0.515,Clever
13324,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6421,Clever
13325,61D,,61D - MURRAY,West Mifflin,Bus,6/1/2021,202106,SAT.,0.722,Clever
13326,61D,,61D - MURRAY,West Mifflin,Bus,6/1/2021,202106,SUN.,0.6422,Clever
13327,61D,,61D - MURRAY,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7018,Clever
13328,64,,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,6/1/2021,202106,SAT.,0.7726,Clever
13329,64,,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,6/1/2021,202106,SUN.,0.7146,Clever
13330,64,,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7603,Clever
13331,65,,65 - SQUIRREL HILL,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7417,Clever
13332,67,,67 - MONROEVILLE,East Liberty,Bus,6/1/2021,202106,SAT.,0.6089,Clever
13333,67,,67 - MONROEVILLE,East Liberty,Bus,6/1/2021,202106,SUN.,0.6854,Clever
13334,67,,67 - MONROEVILLE,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6249,Clever
13335,69,,69 - TRAFFORD,East Liberty,Bus,6/1/2021,202106,SAT.,0.6609,Clever
13336,69,,69 - TRAFFORD,East Liberty,Bus,6/1/2021,202106,SUN.,0.7666,Clever
13337,69,,69 - TRAFFORD,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6767,Clever
13338,7,,7 - SPRING GARDEN,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7752,Clever
13339,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6301,Clever
13340,71A,,71A - NEGLEY,East Liberty,Bus,6/1/2021,202106,SAT.,0.7071,Clever
13341,71A,,71A - NEGLEY,East Liberty,Bus,6/1/2021,202106,SUN.,0.7182,Clever
13342,71A,,71A - NEGLEY,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7094,Clever
13343,71B,,71B - HIGHLAND PARK,East Liberty,Bus,6/1/2021,202106,SAT.,0.7349,Clever
13344,71B,,71B - HIGHLAND PARK,East Liberty,Bus,6/1/2021,202106,SUN.,0.8221,Clever
13345,71B,,71B - HIGHLAND PARK,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7133,Clever
13346,71C,,71C - POINT BREEZE,East Liberty,Bus,6/1/2021,202106,SAT.,0.5954,Clever
13347,71C,,71C - POINT BREEZE,East Liberty,Bus,6/1/2021,202106,SUN.,0.5575,Clever
13348,71C,,71C - POINT BREEZE,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6371,Clever
13349,71D,,71D - HAMILTON,East Liberty,Bus,6/1/2021,202106,SAT.,0.7331,Clever
13350,71D,,71D - HAMILTON,East Liberty,Bus,6/1/2021,202106,SUN.,0.7293,Clever
13351,71D,,71D - HAMILTON,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6789,Clever
13352,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,6/1/2021,202106,SAT.,0.7143,Clever
13353,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,6/1/2021,202106,SUN.,0.7135,Clever
13354,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6491,Clever
13355,75,,75 - ELLSWORTH,East Liberty,Bus,6/1/2021,202106,SAT.,0.6447,Clever
13356,75,,75 - ELLSWORTH,East Liberty,Bus,6/1/2021,202106,SUN.,0.5896,Clever
13357,75,,75 - ELLSWORTH,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7104,Clever
13358,77,,77 - PENN HILLS,East Liberty,Bus,6/1/2021,202106,SAT.,0.624,Clever
13359,77,,77 - PENN HILLS,East Liberty,Bus,6/1/2021,202106,SUN.,0.6252,Clever
13360,77,,77 - PENN HILLS,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.5506,Clever
13361,79,,79 - EAST HILLS,East Liberty,Bus,6/1/2021,202106,SAT.,0.7044,Clever
13362,79,,79 - EAST HILLS,East Liberty,Bus,6/1/2021,202106,SUN.,0.5823,Clever
13363,79,,79 - EAST HILLS,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7419,Clever
13364,8,,8 - PERRYSVILLE,Ross,Bus,6/1/2021,202106,SAT.,0.7287,Clever
13365,8,,8 - PERRYSVILLE,Ross,Bus,6/1/2021,202106,SUN.,0.7804,Clever
13366,8,,8 - PERRYSVILLE,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7596,Clever
13367,81,,81 - OAK HILL,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7242,Clever
13368,81,,81 - OAK HILL,West Mifflin,Bus,6/1/2021,202106,SUN.,0.7835,Clever
13369,81,,81 - OAK HILL,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7424,Clever
13370,82,,82 - LINCOLN,East Liberty,Bus,6/1/2021,202106,SAT.,0.5981,Clever
13371,82,,82 - LINCOLN,East Liberty,Bus,6/1/2021,202106,SUN.,0.5609,Clever
13372,82,,82 - LINCOLN,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6723,Clever
13373,83,,83 - BEDFORD HILL,West Mifflin,Bus,6/1/2021,202106,SAT.,0.6729,Clever
13374,83,,83 - BEDFORD HILL,West Mifflin,Bus,6/1/2021,202106,SUN.,0.7427,Clever
13375,83,,83 - BEDFORD HILL,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.752,Clever
13376,86,,86 - LIBERTY,East Liberty,Bus,6/1/2021,202106,SAT.,0.5905,Clever
13377,86,,86 - LIBERTY,East Liberty,Bus,6/1/2021,202106,SUN.,0.6143,Clever
13378,86,,86 - LIBERTY,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6602,Clever
13379,87,,87 - FRIENDSHIP,East Liberty,Bus,6/1/2021,202106,SAT.,0.5875,Clever
13380,87,,87 - FRIENDSHIP,East Liberty,Bus,6/1/2021,202106,SUN.,0.6402,Clever
13381,87,,87 - FRIENDSHIP,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.684,Clever
13382,88,,88 - PENN,East Liberty,Bus,6/1/2021,202106,SAT.,0.6374,Clever
13383,88,,88 - PENN,East Liberty,Bus,6/1/2021,202106,SUN.,0.668,Clever
13384,88,,88 - PENN,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7047,Clever
13385,89,,89 - GARFIELD COMMONS,East Liberty,Bus,6/1/2021,202106,SAT.,0.7688,Clever
13386,89,,89 - GARFIELD COMMONS,East Liberty,Bus,6/1/2021,202106,SUN.,0.8973,Clever
13387,89,,89 - GARFIELD COMMONS,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7746,Clever
13388,91,,91 - BUTLER STREET,Ross,Bus,6/1/2021,202106,SAT.,0.633,Clever
13389,91,,91 - BUTLER STREET,Ross,Bus,6/1/2021,202106,SUN.,0.61,Clever
13390,91,,91 - BUTLER STREET,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6641,Clever
13391,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,6/1/2021,202106,SAT.,0.6035,Clever
13392,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,6/1/2021,202106,SUN.,0.7519,Clever
13393,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7171,Clever
13394,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,6/1/2021,202106,SAT.,0.9184,Clever
13395,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,6/1/2021,202106,SUN.,0.86155,Clever
13396,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,6/1/2021,202106,WEEKDAY,0.83455,Clever
13397,G2,,G2 - WEST BUSWAY,Collier,Bus,6/1/2021,202106,SAT.,0.8314,Clever
13398,G2,,G2 - WEST BUSWAY,Collier,Bus,6/1/2021,202106,SUN.,0.8754,Clever
13399,G2,,G2 - WEST BUSWAY,Collier,Bus,6/1/2021,202106,WEEKDAY,0.8302,Clever
13400,G3,,G3 - MOON FLYER,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7816,Clever
13401,G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,6/1/2021,202106,WEEKDAY,0.7367,Clever
13402,O1,,O1 - ROSS FLYER,Ross,Bus,6/1/2021,202106,WEEKDAY,0.7692,Clever
13403,O12,,O12 - MCKNIGHT FLYER,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6128,Clever
13404,O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,6/1/2021,202106,WEEKDAY,0.723,Clever
13405,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,6/1/2021,202106,SAT.,0.7376,Clever
13406,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,6/1/2021,202106,SUN.,0.7918,Clever
13407,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.8763,Clever
13408,P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6903,Clever
13409,P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7167,Clever
13410,P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,6/1/2021,202106,WEEKDAY,0.6872,Clever
13411,P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.686,Clever
13412,P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7889,Clever
13413,P2,,P2 - EAST BUSWAY SHORT,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.867,Clever
13414,P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.9043,Clever
13415,P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7126,Clever
13416,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,6/1/2021,202106,SAT.,0.5883,Clever
13417,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,6/1/2021,202106,SUN.,0.7186,Clever
13418,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7269,Clever
13419,P69,,P69 - TRAFFORD FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.6864,Clever
13420,P7,,P7 - MCKEESPORT FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7228,Clever
13421,P71,,P71 - SWISSVALE FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.7284,Clever
13422,P76,,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7855,Clever
13423,P78,,P78 - OAKMONT FLYER,East Liberty,Bus,6/1/2021,202106,WEEKDAY,0.5634,Clever
13424,RED,,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,6/1/2021,202106,SAT.,0.90465,Clever
13425,RED,,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,6/1/2021,202106,SUN.,0.8853,Clever
13426,RED,,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,6/1/2021,202106,WEEKDAY,0.8598,Clever
13427,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Light Rail,6/1/2021,202106,SAT.,0.8517,Clever
13428,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Light Rail,6/1/2021,202106,SUN.,0.85895,Clever
13429,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Light Rail,6/1/2021,202106,WEEKDAY,0.8602,Clever
13430,Y1,,Y1 - LARGE FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6956,Clever
13431,Y45,,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.7194,Clever
13432,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7266,Clever
13433,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,6/1/2021,202106,SUN.,0.7296,Clever
13434,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6789,Clever
13435,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7661,Clever
13436,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6888,Clever
13437,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,6/1/2021,202106,SAT.,0.7556,Clever
13438,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,6/1/2021,202106,SUN.,0.6815,Clever
13439,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,6/1/2021,202106,WEEKDAY,0.6294,Clever
13465,1,,1 - FREEPORT ROAD,Ross,Bus,7/1/2021,202107,WEEKDAY,0.6431,Clever
13466,11,,11 - FINEVIEW,Ross,Bus,7/1/2021,202107,WEEKDAY,0.8265,Clever
13467,12,,12 - MCKNIGHT,Ross,Bus,7/1/2021,202107,WEEKDAY,0.686,Clever
13468,13,,13 - BELLEVUE,Ross,Bus,7/1/2021,202107,WEEKDAY,0.6887,Clever
13469,14,,14 - OHIO VALLEY,Ross,Bus,7/1/2021,202107,WEEKDAY,0.7866,Clever
13470,15,,15 - CHARLES,Ross,Bus,7/1/2021,202107,WEEKDAY,0.7332,Clever
13471,16,,16 - BRIGHTON,Ross,Bus,7/1/2021,202107,WEEKDAY,0.6802,Clever
13472,17,,17 - SHADELAND,Ross,Bus,7/1/2021,202107,WEEKDAY,0.6684,Clever
13473,18,,18 - MANCHESTER,Ross,Bus,7/1/2021,202107,WEEKDAY,0.9773,Clever
13474,19L,,19L - EMSWORTH LIMITED,Ross,Bus,7/1/2021,202107,WEEKDAY,0.6588,Clever
13475,2,,2 - MOUNT ROYAL,Ross,Bus,7/1/2021,202107,WEEKDAY,0.6009,Clever
13476,20,,20 - KENNEDY,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7704,Clever
13477,21,,21 - CORAOPOLIS,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7519,Clever
13478,22,,22 - MCCOY,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7377,Clever
13479,24,,24 - WEST PARK,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7922,Clever
13480,26,,26 - CHARTIERS,Collier,Bus,7/1/2021,202107,WEEKDAY,0.8681,Clever
13481,27,,27 - FAIRYWOOD,Collier,Bus,7/1/2021,202107,WEEKDAY,0.8327,Clever
13482,28X,,28X - AIRPORT FLYER,East Liberty,Bus,7/1/2021,202107,WEEKDAY,0.6345,Clever
13483,29,,29 - ROBINSON,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7303,Clever
13484,31,,31 - BRIDGEVILLE,Collier,Bus,7/1/2021,202107,WEEKDAY,0.708,Clever
13485,36,,36 - BANKSVILLE,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7254,Clever
13486,38,,38 - GREEN TREE,Collier,Bus,7/1/2021,202107,WEEKDAY,0.7319,Clever
